slide_id,true_label,pred_prob
25015408B3,1,0.9990615248680115
25015421B3,0,0.0034200537484139204
25015422B,1,0.9846891164779663
25015425B2,1,0.9768843054771423
25015471B,0,0.03982573375105858
25015488B2,1,0.009154644794762135
25015495B3,1,0.9898950457572937
25015495B4,1,0.9999094009399414
25015496B,0,0.0002246062213089317
25015594B2,0,0.022152448073029518
25015607B2,1,0.9995079040527344
25015608B2,0,0.04986479878425598
25015622B2,1,0.7503665089607239
25015625B2,1,0.9309234619140625
25015640B3,0,0.046651873737573624
25015640B5,0,0.001516353921033442
25015784B2,0,0.011949506588280201
25015798B2,0,0.0014603156596422195
25015811B3,1,0.9695796370506287
25015811B4,1,0.9988779425621033
25015820B,1,0.9998414516448975
25015863B2,1,0.996429979801178
25015867B2,0,0.18506072461605072
25015870B3,1,0.9791774153709412
25016027B,0,6.435267277993262e-05
25016031B2,0,0.0006341100088320673
25016077B2,1,0.16489556431770325
25016088B2,1,0.9999514818191528
25016772B2,1,0.9999529123306274
25016785B2,1,0.9943165183067322
25016801B2,1,0.9974207878112793
25016827B2,0,0.0005676307482644916
25016829B2,1,0.9999988079071045
25016903B4,1,0.9974051117897034
25016905B4,1,0.9606263637542725
25016915B2,1,0.9837107062339783
25016926B2,1,0.9922078251838684
25017073B2,1,0.9940839409828186
25017089B2,1,0.999544084072113
25017211B2,1,0.9635831713676453
25017218B3,1,0.00017472267791163176
25017220B2,1,0.4289255738258362
25017227B2,1,0.9998666048049927
25017242B2,1,0.9877886176109314
25017320B2,1,0.9997966885566711
25017322B2,1,0.9977757334709167
25017338B3,1,0.9999749660491943
25017341B3,0,0.002973610069602728
25017341B4,1,0.9992600083351135
25017342B2,0,0.005663061980158091
25017354B5,1,0.9412331581115723
25017355B1,1,0.9938247203826904
25017355B4,0,0.00014299535541795194
25017372B2,1,0.19109052419662476
25017383B2,1,0.9986637830734253
25017499B,0,0.003973560407757759
25017500B,0,0.07495124638080597
25017515B2,1,0.999813973903656
25017518B2,1,0.9994277358055115
25017538B4,1,0.004598984029144049
25017539B2,1,0.015387664549052715
25017539B3,1,0.9982728958129883
25017589B6,1,0.9816586375236511
25017592B3,0,0.0036406349390745163
25017711B,1,0.9736798405647278
